type,id,name,disposition,period,duration,depth,prad,teq
koi,7598111,K04507.01,0,132.778041000,5.62400,9036.0,10.38,357.0
koi,5457326,K04508.01,1,2.499153110,1.80300,179.2,1.02,983.0
koi,8240746,K04576.01,0,184.568000000,13.09000,409.9,1.53,282.0
koi,10610039,K04577.01,1,105.997107000,3.75100,430.8,1.83,373.0
koi,9652655,K04578.01,0,2.488826850,3.48700,80.2,1.05,1477.0
koi,10140843,K04579.01,0,367.197960000,15.92000,146.1,1.08,253.0
koi,8628761,K04580.01,1,6.304323540,2.50800,40.0,1.23,1510.0
koi,10473272,K04648.01,0,17.660465300,2.83700,309.2,1.76,690.0
koi,4750669,K04649.01,1,3.384198920,1.48500,228.2,1.20,1074.0
koi,9824928,K04650.01,0,1.699991060,3.28900,95.6,0.55,934.0
koi,6717252,K04651.01,1,1.192600170,1.50200,58.0,0.77,1726.0
koi,5817685,K04652.01,0,4.205974500,8.00600,41.2,0.75,1263.0
koi,4902202,K04717.01,1,216.456055000,11.06700,1002.8,3.61,320.0
koi,7282042,K04718.01,0,0.566803216,3.32500,20.2,0.54,2642.0
koi,7523542,K04719.01,0,365.139810000,4.46000,531.0,1.86,228.0
koi,3109937,K04720.01,0,37.809539000,7.54700,487.4,1.79,483.0
koi,9386171,K04721.01,0,381.186540000,9.73000,985.0,2.29,193.0
koi,11350118,K04509.01,1,12.003678000,2.79900,281.7,0.97,503.0
koi,11671579,K04510.01,1,5.176249970,5.26100,78.7,1.31,1243.0
koi,11553598,K04511.01,0,370.620710000,12.58000,344.3,2.12,295.0
koi,12069414,K04512.01,0,0.589458602,0.82780,158.4,0.98,1848.0
koi,9216775,K04513.01,1,3.917946760,2.54900,116.5,0.94,1030.0
koi,2572029,K04581.01,1,6.005996600,3.09600,39.2,0.73,1130.0
koi,7905106,K04582.01,1,4.224269890,4.22000,13.6,0.35,1069.0
koi,9007151,K04583.01,1,330.906041000,3.84600,740.0,2.05,225.0
koi,4450844,K03168.01,1,56.347951700,8.78900,43.6,1.06,586.0
koi,8443265,K04584.01,0,0.614701901,0.94700,131.6,0.82,1656.0
koi,3240406,K03185.01,0,0.934181579,3.94300,12.1,0.79,3268.0
koi,11181260,K04653.01,1,19.977859900,5.96000,83.4,1.07,773.0
koi,5090803,K04654.01,0,379.652610000,19.04000,82.3,1.20,330.0
koi,2558163,K04655.01,1,17.543847000,5.94800,196.3,1.15,658.0
koi,8107611,K04656.01,1,3.818371700,2.68700,50.8,1.39,1683.0
koi,8377197,K04727.01,0,1.215181097,1.29500,39.7,0.87,2230.0
koi,6137779,K04728.01,0,21.532491500,4.15600,100.5,1.47,876.0
koi,11913072,K04729.01,0,3.747795830,3.15700,88.5,1.06,1324.0
koi,8752940,K04730.01,1,9.078291710,0.78300,530.9,3.69,984.0
koi,9083470,K04731.01,0,0.918422380,5.66400,162.9,16.07,1525.0
koi,5783732,K04514.01,0,373.432330000,16.50000,166.7,1.48,290.0
koi,6278762,K03158.05,1,9.740485080,1.69930,121.4,0.95,673.0
koi,7900100,K04515.01,0,397.737810000,13.08000,460.8,2.20,264.0
koi,9849884,K04516.01,0,5.357451210,2.59200,78.2,1.65,1457.0
koi,11243547,K04517.01,0,2.161326620,4.48700,112.2,0.50,687.0
koi,4384909,K07693.01,1,6.410971790,2.58200,233.5,1.40,886.0
koi,9009036,K04585.01,1,6.762893080,6.20400,50.9,1.21,1337.0
koi,11506654,K04586.01,1,75.211637300,3.20300,362.6,2.83,516.0
koi,5687700,K04587.01,1,6.362834140,3.75200,159.4,1.12,956.0
koi,8806985,K04588.01,1,7.537374980,3.96600,41.1,0.93,1210.0
koi,10491525,K04589.01,0,1.098446420,1.52800,45.0,1.73,2921.0
koi,3859042,K07675.01,0,25.949470000,15.70000,238.3,1.22,508.0
koi,6527078,K04657.01,1,7.576008860,3.36100,49.0,0.54,778.0
koi,4946049,K04658.01,0,1.878913800,4.27900,30.2,1.90,3330.0
koi,2857607,K04659.01,1,41.868199600,5.78300,150.7,1.25,492.0
koi,5559651,K04660.01,0,0.514771509,1.25600,43.4,0.57,2113.0
koi,5962262,K04661.01,1,8.617427380,2.71300,154.9,1.01,733.0
koi,5437348,K04448.01,0,35.945188000,8.23000,72.6,1.50,789.0
koi,8429668,K04449.01,0,5.007493780,2.89800,56.6,1.68,1499.0
koi,7429240,K04450.01,1,196.436796000,8.55600,631.9,2.33,292.0
koi,10120548,K04451.01,1,8.830368100,3.42600,296.2,1.32,676.0
koi,4474462,K04452.01,1,12.857558950,4.83100,106.5,1.23,860.0
koi,7032001,K04518.01,0,0.566810643,3.47100,45.6,0.52,1976.0
koi,4141593,K07685.02,1,33.502923000,11.94700,70.9,1.08,645.0
koi,10003058,K04519.01,1,148.568877000,4.39900,404.4,5.97,555.0
koi,9031703,K04520.01,1,9.333548600,6.64300,71.2,1.69,1082.0
koi,6199864,K04521.01,0,262.477098000,5.81600,1016.0,1.92,178.0
koi,9577855,K04522.01,0,2.210305720,2.49200,92.0,1.06,1572.0
koi,12204137,K04590.01,1,9.540608550,1.86900,462.0,1.75,735.0
koi,4386607,K07694.01,0,5.993218720,3.92000,203.2,1.23,952.0
koi,5389956,K04591.01,1,1.809267340,2.46900,98.0,0.89,1444.0
koi,12108364,K04592.01,0,0.705441890,1.77200,133.5,1.04,1960.0
koi,8295671,K04593.01,0,0.981399749,0.50510,158.3,1.21,1820.0
koi,10662202,K00750.02,1,5.044139870,1.62300,172.0,1.18,862.0
koi,10407210,K04662.01,0,0.933728755,4.36300,13.5,0.72,2777.0
koi,7457278,K03188.01,0,12.607591424,29.12670,79.5,1.61,809.0
koi,3934657,K07676.01,1,5.369408400,3.94900,40.0,0.62,974.0
koi,7515336,K04663.01,1,5.656902810,3.58300,32.2,0.74,1159.0
koi,8984755,K04664.01,0,0.734573766,1.29500,68.4,0.86,2061.0
koi,7366895,K04665.01,0,289.860460000,11.10300,234.5,1.50,279.0
koi,10729472,K04453.01,0,357.130890000,13.04000,330.5,1.62,246.0
koi,6200612,K04454.01,0,370.506840000,12.13200,418.6,2.06,277.0
koi,9777200,K04455.01,0,1.332580225,2.05700,46.3,2.18,3111.0
koi,3557560,K04456.01,1,7.429932200,4.01300,164.9,1.81,1024.0
koi,12109267,K04457.01,1,79.334347000,10.88600,164.9,1.56,500.0
koi,8700895,K04523.01,1,5.682516050,3.47900,81.2,1.03,1090.0
koi,5003670,K04524.01,1,7.991446960,3.63900,145.0,1.53,901.0
koi,5200084,K03159.01,0,2.903944600,10.54200,13.1,1.17,2637.0
koi,4144873,K07686.01,0,68.538296000,3.62700,1087.0,25.77,1031.0
koi,5003670,K04524.02,1,4.526287390,3.73600,99.6,1.02,1089.0
koi,9171886,K04525.01,0,369.798500000,12.56400,1106.4,2.53,225.0
koi,3337061,K03172.02,0,6.558834600,3.03400,41.2,0.70,973.0
koi,5696918,K04594.01,0,0.643007769,0.69000,68.1,0.35,1070.0
koi,12265786,K04595.01,1,0.597018404,0.47780,245.4,1.09,1578.0
koi,8487838,K04596.01,0,1.061937837,2.31000,52.0,0.68,1757.0
koi,10873178,K04597.01,1,4.820251240,2.12900,94.1,0.78,1018.0
koi,11337012,K04666.01,1,12.401926300,4.04300,211.1,1.49,713.0
koi,8359569,K04667.01,1,152.823896000,7.73400,456.2,2.45,395.0
koi,8937762,K04668.01,0,15.072772870,0.77940,345.0,1.73,635.0
koi,2720828,K04669.01,0,1.716593040,1.15400,138.0,1.17,1607.0
koi,9837828,K04670.01,1,6.808990760,2.07700,1192.0,89.29,795.0
koi,4857058,K03061.02,1,77.915425000,8.27400,178.8,1.17,367.0
koi,8652577,K04458.01,0,358.818895000,2.50300,666.1,2.66,262.0
koi,8804937,K04459.01,0,181.353700000,16.19000,455.0,2.11,317.0
koi,9947389,K04460.01,1,284.727213000,10.29900,355.3,2.02,278.0
koi,11912987,K04461.01,0,3.747866940,3.63200,80.9,0.89,1176.0
koi,3765917,K04526.01,1,30.539293100,6.88700,428.2,2.72,669.0
koi,4136659,K07683.01,0,0.913244995,0.49310,47.8,0.77,1967.0
koi,3438976,K04527.01,0,2.975993680,4.02300,55.0,0.79,1395.0
koi,7833305,K04528.01,1,8.312244740,2.66300,70.8,10.63,801.0
koi,6610064,K04529.01,0,0.584148495,1.61920,66.2,0.87,2130.0
koi,12647577,K04530.01,1,12.636204800,3.96100,124.0,1.10,774.0
koi,5476671,K04598.01,0,0.824180121,2.83900,208.1,17.80,1912.0
koi,7335972,K04599.01,0,0.579770948,1.03770,467.9,2.40,1953.0
koi,4252671,K07687.01,1,23.266633000,8.31500,49.9,2.66,1156.0
koi,2694632,K04600.01,0,0.922255890,4.22700,33.0,1.29,2206.0
koi,11153476,K04601.01,1,7.940042810,3.28200,81.9,0.98,1010.0
koi,6144039,K04602.01,1,2.858550490,2.34100,85.4,1.23,1212.0
koi,5428471,K04671.01,0,0.754990960,2.48500,215.8,1.39,1949.0
koi,7283710,K04672.01,0,353.401910000,6.68100,948.0,2.35,202.0
koi,5985713,K03190.01,1,8.952940460,2.99500,44.0,0.86,1012.0
koi,10794509,K04673.01,0,1.428596987,2.14010,50.0,1.62,2637.0
koi,6839010,K04674.01,1,4.843500030,3.04500,50.2,0.90,1121.0
koi,9775385,K04462.01,1,45.163025000,7.03000,130.3,2.35,886.0
koi,6197344,K04463.01,1,36.761401100,15.98200,160.9,1.52,475.0
koi,11357664,K04464.01,1,4.373570433,0.62300,366.0,1.23,727.0
koi,2576224,K04465.01,0,2.217010250,2.14800,29.4,1.16,2371.0
koi,3967501,K07677.01,0,43.075911500,90.95000,3452.0,213.46,1032.0
koi,7272132,K04466.01,1,154.674369000,9.35000,435.8,2.29,371.0
koi,6437226,K04531.01,0,372.626370000,18.52000,542.0,2.38,258.0
koi,2710623,K04532.01,0,1.020878310,2.42900,33.4,0.64,1903.0
koi,3330684,K04533.01,0,1.261327690,1.24400,109.7,0.14,447.0
koi,2696703,K03161.01,0,6.094066480,2.08500,3027.0,54.54,1417.0
koi,7699298,K04534.01,0,1.157814100,3.25300,54.8,1.24,2133.0
koi,8430053,K04603.01,1,15.951386600,2.28500,99.2,1.17,849.0
koi,7115661,K03174.01,0,0.566800926,4.40700,264.5,2.19,2200.0
koi,2853889,K04604.01,0,24.187647700,2.65400,194.8,118.80,782.0
koi,12458605,K04605.01,1,7.785911100,7.78800,45.5,0.68,939.0
koi,4845862,K04606.01,0,2.449266550,2.98800,108.2,0.76,1033.0
koi,10130057,K04675.01,0,2.178128260,2.60100,100.8,0.81,1206.0
koi,4953173,K04676.01,1,31.183688000,6.14000,139.8,3.21,876.0
koi,9838608,K04677.01,0,1.332594940,2.78300,92.7,0.89,1665.0
koi,4247811,K04678.01,0,2.050483770,3.67000,60.5,0.66,1339.0
koi,6543645,K04679.01,0,1.195506180,3.33700,26.9,0.78,2152.0
koi,5352640,K04467.01,1,2.942423230,1.51900,293.3,1.42,1098.0
koi,8738244,K03157.01,0,0.683082998,4.40900,143.3,9.92,6757.0
koi,4157052,K04468.01,0,0.791771167,2.44630,509.2,82.71,3419.0
koi,10006641,K04469.01,0,0.894172544,0.83020,86.2,0.68,1461.0
koi,10815916,K04470.01,0,1.682076240,1.51900,54.7,1.01,1980.0
koi,3547760,K04535.01,0,9.848091700,3.07900,141.9,0.88,711.0
koi,7281484,K04536.01,0,0.566800593,3.90900,12.3,0.48,2783.0
koi,4848115,K04537.01,0,0.969602551,1.72800,111.0,0.69,1334.0
koi,4048898,K07678.01,1,13.091487800,2.03700,37.5,0.79,892.0
koi,5991765,K04538.01,0,9.258012940,2.85400,88.1,1.73,1229.0
koi,3962872,K04539.01,0,25.955404400,8.49100,122.7,1.46,656.0
koi,11912911,K04607.01,0,3.747882080,4.18300,153.4,0.94,979.0
koi,7045435,K04608.01,0,0.934792550,4.58380,247.5,24.75,2040.0
koi,2972800,K04609.01,0,361.436530000,9.08000,271.9,1.56,268.0
koi,8573168,K04610.01,0,0.896282530,1.39700,86.4,0.76,1670.0
koi,10801249,K04611.01,0,1.674956220,2.99400,35.9,0.77,1843.0
koi,4587135,K04680.01,1,54.081223500,6.27900,411.1,1.54,431.0
koi,3857860,K04681.01,0,8.234407200,2.80800,59.2,1.49,1263.0
koi,5024252,K04682.01,0,2.150523320,3.44700,115.5,1.17,1410.0
koi,7430876,K03193.01,0,32.612238100,2.88600,1321.4,31.96,570.0
koi,4843592,K04683.01,0,0.967073359,2.48750,773.5,28.15,1867.0
koi,9602775,K04684.01,0,3.556427900,6.99800,131.4,0.80,972.0
koi,8955709,K04471.01,0,0.942997994,1.16580,539.2,1.56,1283.0
koi,7031430,K04472.01,0,0.566796775,5.47100,144.1,0.61,931.0
koi,7133294,K04473.01,1,13.647121100,8.33100,75.0,1.25,913.0
koi,4381429,K04474.01,1,16.473474000,4.20100,470.5,1.63,612.0
koi,11912916,K04475.01,0,3.747883220,3.45000,242.6,1.32,1031.0
koi,12108293,K04540.01,0,0.705455349,2.46900,74.9,0.64,1693.0
koi,5301093,K07724.01,0,488.673530000,12.35000,691.0,2.03,188.0
koi,5511659,K04541.01,1,8.529122300,3.24100,325.4,2.08,911.0
koi,9640946,K04542.01,0,1.089060570,2.74300,76.2,0.75,1511.0
koi,9776186,K04543.01,0,1.489221870,1.88200,613.6,2.50,1594.0
koi,9752973,K03162.01,0,0.716709761,0.69690,68.4,1.42,2394.0
koi,8044600,K04612.01,0,4.108381200,3.27900,352.8,1.62,1058.0
koi,10220837,K04613.01,1,1.962282625,1.45000,68.3,0.81,1448.0
koi,10991239,K03178.01,0,0.523629052,3.44300,122.0,46.33,9801.0
koi,7583650,K04614.01,1,6.454684500,3.07100,69.9,1.38,1244.0
koi,9345819,K04615.01,0,1.045886350,2.83300,102.7,1.10,1972.0
koi,9180566,K04616.01,0,51.313460910,3.94000,,,
koi,3867794,K04685.01,1,0.494247662,1.24430,224.9,1.51,2257.0
koi,5819801,K04686.01,1,11.829938300,5.16800,41.4,1.60,1177.0
koi,11092040,K04687.01,0,419.928980000,14.55000,233.5,1.51,255.0
koi,4851145,K04688.01,0,1.235214580,0.91800,89.5,0.93,1713.0
koi,10292540,K04689.01,0,1.085229874,0.65200,238.1,1.37,1632.0
koi,3732894,K04476.01,0,1.540379557,2.02600,76.9,0.81,1581.0
koi,6276791,K04477.01,1,5.301797860,2.24000,197.2,1.22,973.0
koi,6278762,K03158.01,1,3.600117120,2.39600,50.2,0.50,938.0
koi,6276791,K04477.02,1,9.328679520,1.57200,354.4,1.62,806.0
koi,8636600,K04478.01,1,6.386712060,1.20100,223.7,1.19,811.0
koi,10220950,K04544.01,0,158.348345000,10.55000,899.0,372.86,409.0
koi,10140122,K04545.01,1,0.849362238,1.36000,114.9,0.85,1498.0
koi,5033823,K04546.01,1,0.741768294,0.41640,60.3,72.36,3380.0
koi,10342316,K04547.01,0,0.933769620,7.02300,125.8,16.30,1937.0
koi,5305399,K07725.01,0,322.483810000,22.99000,1023.4,3.50,259.0
koi,3223433,K04548.01,1,61.083322000,10.39600,227.5,1.61,465.0
koi,8803757,K04904.01,1,3.594489100,2.55700,89.9,0.98,1178.0
koi,12021811,K04905.01,0,0.739404894,1.75300,246.8,0.94,1256.0
koi,9479306,K04906.01,1,4.860805900,1.96600,252.1,1.21,925.0
koi,5437762,K04907.01,1,4.044811590,2.47900,33.0,0.67,1325.0
koi,3962684,K04908.01,0,25.949641315,11.64110,67.8,2.06,753.0
koi,4730442,K07702.01,0,1.710512150,1.28400,42.2,1.04,2004.0
koi,9447166,K03296.01,1,62.869463000,6.84200,341.7,1.96,349.0
koi,9643043,K03297.01,0,84.806281800,9.00060,9936.0,36.51,388.0
koi,8151055,K03298.01,1,29.963281600,2.60000,893.2,2.24,391.0
koi,7177555,K03299.01,0,17.996437160,4.16400,36923.0,30.08,468.0
koi,3348082,K01196.02,1,11.634860090,5.46600,292.3,2.61,961.0
koi,4996057,K07712.01,1,4.830236400,7.98300,22.5,1.06,1453.0
koi,8349399,K04763.01,1,56.446465000,7.37100,147.9,1.57,522.0
koi,6043562,K04764.01,1,31.420211100,4.02100,390.5,1.45,471.0
koi,10615440,K04765.01,1,10.811831700,2.62700,76.8,1.24,922.0
koi,4919550,K04766.01,1,5.566766090,1.81200,173.8,1.12,859.0
koi,5802292,K04767.01,0,1.208528832,1.33600,180.8,1.25,1725.0
koi,5126932,K07718.01,0,208.187117850,2.54040,394.7,1.99,307.0
koi,10034146,K04835.01,0,0.931985040,2.04720,326.6,17.72,1647.0
koi,4175105,K04836.01,0,0.608185080,0.90900,144.7,96.03,2298.0
koi,5645170,K04837.01,1,5.386137150,1.94300,169.3,0.86,846.0
koi,8216763,K04838.01,1,13.296504400,5.68000,133.4,0.88,488.0
koi,9110610,K04839.01,1,21.842030400,3.84300,79.5,2.01,1016.0
koi,2437897,K04909.01,0,1.653201440,1.52500,132.1,0.74,1059.0
koi,9307966,K04910.01,0,3.374875410,3.08500,53.8,0.75,1287.0
koi,5556726,K03223.01,0,0.962825082,2.84640,118.1,5.18,3265.0
koi,2554853,K04911.01,0,309.494217000,13.71600,292.0,2.79,399.0
koi,5208962,K04912.01,1,0.876850385,1.53400,59.2,1.35,2543.0
koi,7889486,K03300.01,0,24.238251900,2.70300,465.5,2.19,597.0
koi,7889486,K03300.02,0,24.241610300,5.13700,323.4,1.61,596.0
koi,4742188,K07703.01,1,413.518560000,10.39500,391.1,1.96,254.0
koi,8301878,K03301.01,1,20.710636800,2.69300,142.5,1.12,626.0
koi,8233802,K03302.01,0,69.378859700,3.80700,530.4,2.07,421.0
koi,7510820,K03303.01,1,29.349385200,4.31300,659.2,2.02,451.0
koi,10221505,K04768.01,1,3.436331330,0.67500,473.5,1.44,945.0
koi,6116035,K04769.01,0,449.572740000,9.32800,221.4,3.08,333.0
koi,8958359,K04770.01,0,245.059374000,9.54900,165.0,1.63,356.0
koi,11658036,K04771.01,1,142.703888000,5.80800,225.5,1.95,440.0
koi,8397947,K04772.01,1,3.380805370,3.27500,200.9,1.69,1362.0
koi,6665860,K04840.01,1,10.471619400,4.51200,123.9,1.74,1035.0
koi,7983117,K03214.01,1,11.495002290,7.60200,51.4,1.53,1105.0
koi,5480884,K04841.01,0,0.708726708,0.75300,313.6,0.92,1302.0
koi,12506417,K04842.01,0,283.726750000,15.49000,84.6,1.18,341.0
koi,10187563,K04843.01,0,373.606830000,8.75200,534.8,2.50,271.0
koi,5769810,K04913.01,1,6.787881130,2.26000,73.1,2.44,1679.0
koi,12071754,K04914.01,1,5.474551670,3.71000,73.2,1.40,1155.0
koi,10384298,K03224.01,1,3.438610670,1.26400,46.8,1.01,1348.0
koi,3109550,K03225.01,1,4.875476500,1.90200,39.6,0.80,1180.0
koi,5544450,K03226.01,0,4.293888080,3.61800,110.6,1.68,1532.0
koi,9307105,K03304.01,0,13.543788400,5.70760,6608.7,32.21,658.0
koi,6880517,K03305.01,1,65.649100100,7.29800,983.9,2.52,390.0
koi,6615511,K03306.01,1,25.159338900,5.19800,358.1,1.76,619.0
koi,6131130,K03307.01,1,10.507178100,2.68000,271.8,1.41,737.0
koi,3632089,K03308.01,1,31.778756400,8.09300,262.0,1.50,564.0
koi,4742452,K07704.01,1,5.439803300,3.25600,85.5,1.00,1112.0
koi,9959494,K03205.01,0,1.332568744,3.75500,24.1,0.58,1941.0
koi,8397947,K04772.02,1,9.019471400,5.92000,191.6,1.07,789.0
koi,7906892,K04773.01,1,8.849394800,6.92800,43.8,0.82,978.0
koi,4277304,K04774.01,1,51.567801000,5.51400,210.1,1.30,433.0
koi,8626325,K04775.01,1,16.449151500,6.69600,70.9,2.75,1036.0
koi,3098605,K04844.01,1,0.428046051,0.77600,126.0,0.87,2017.0
koi,11456405,K04845.01,0,0.814278961,2.08700,72.0,0.76,1762.0
koi,8320630,K04846.01,1,19.254536000,4.75400,186.0,1.32,625.0
koi,4544684,K04847.01,0,2.189075100,2.36500,94.8,0.87,1399.0
koi,9005321,K04848.01,1,384.696100000,6.16700,787.0,1.78,157.0
koi,8975368,K03227.01,0,2.426498620,2.01400,29.2,0.75,1638.0
koi,9291039,K03230.01,0,8.808541830,34.75640,174.7,2.69,1000.0
koi,5168498,K07719.01,0,219.747350000,22.48000,190.4,3.24,427.0
koi,10489539,K03231.01,0,19.763987400,12.31900,51.3,1.19,900.0
koi,9569711,K03232.01,1,6.059198810,1.36500,154.2,1.21,976.0
koi,12314973,K00279.03,1,7.514396700,4.86500,36.3,0.96,1199.0
koi,3348082,K01196.03,1,33.198176100,4.70900,336.7,3.21,678.0
koi,3632089,K03308.02,1,5.327841570,4.69600,87.2,0.86,1023.0
koi,5563300,K03309.01,1,71.054575550,1.91620,4853.2,5.91,390.0
koi,12253769,K03310.01,1,20.551272200,4.63900,191.2,1.64,607.0
koi,12735830,K03311.01,1,31.827649000,1.63900,520.0,4.98,668.0
koi,8054719,K04776.01,1,7.586158700,4.32000,116.8,1.07,928.0
koi,6592335,K04777.01,1,0.824000125,0.85500,183.1,0.42,746.0
koi,5651829,K04778.01,0,0.772152075,1.78000,43.6,4.44,2966.0
koi,4762283,K07706.01,1,42.049523793,2.13720,607.9,1.19,303.0
koi,9094763,K04779.01,0,1.084698710,4.07700,124.0,1.11,1757.0
koi,3849187,K04780.01,1,6.601800030,2.62400,213.4,1.25,875.0
koi,2976017,K04849.01,1,3.199380750,1.76100,76.1,0.62,1026.0
koi,6786224,K04850.01,1,3.041851570,1.43400,69.0,0.71,1184.0
koi,10338279,K03216.01,0,5.660274452,0.90770,414.1,11.02,950.0
koi,4851239,K04851.01,0,1.235124290,4.22000,15.2,0.38,1642.0
koi,5009688,K07713.01,0,1.381257093,1.12500,92.3,1.10,1728.0
koi,11072016,K04852.01,1,1.898731950,1.38200,78.0,0.93,1524.0
koi,3245969,K01101.02,1,11.391109630,2.74900,593.4,1.90,632.0
koi,10057494,K03234.01,1,2.418101580,2.14400,46.8,0.85,1602.0
koi,7902003,K03236.01,1,7.130441170,2.56600,31.9,1.18,1400.0
koi,6587796,K03237.01,1,33.420300100,5.30700,436.6,2.46,581.0
koi,9489953,K03238.01,0,58.343736200,22.48200,1266.8,93.55,779.0
koi,5305240,K03239.01,0,1.070982122,1.25500,43.4,0.98,2122.0
koi,11905409,K03312.01,1,18.093900400,3.29400,467.3,1.91,665.0
koi,9571186,K03313.01,1,34.952425600,1.71700,677.0,21.74,429.0
koi,9838060,K03314.01,0,23.815783560,3.75910,4856.7,8.40,560.0
koi,8554701,K03315.01,1,31.174831100,3.79000,200.2,1.31,585.0
koi,5389632,K07726.01,0,0.474811162,1.16900,205.2,1.28,2206.0
koi,9031209,K03316.01,1,47.056847600,5.22320,1531.2,2.84,411.0
koi,5951416,K04781.01,0,367.732990000,10.15800,503.9,2.10,266.0
koi,5612697,K03206.01,1,15.151640900,5.10500,191.5,1.38,736.0
koi,8973285,K04782.01,1,7.421344400,2.36100,315.9,1.73,953.0
koi,4645833,K04783.01,0,0.743495989,2.25500,172.8,11.82,1617.0
koi,8940918,K04784.01,0,1.405887031,1.18400,216.0,0.95,1086.0
koi,3758922,K04853.01,1,17.741230300,4.81600,144.7,1.14,684.0
koi,8360041,K04854.01,1,2.635276770,1.99700,70.4,0.76,1136.0
koi,9827596,K04855.01,0,1.457289970,3.58200,71.3,0.93,1665.0
koi,9782748,K04856.01,1,147.388124000,8.78100,909.2,3.03,356.0
koi,2860656,K04857.01,1,4.114973570,3.02500,154.1,1.17,1137.0
koi,6206559,K03240.01,0,1.245331397,2.56600,38.1,1.61,2678.0
koi,5024429,K07714.01,0,1.525937370,1.95800,159.1,1.39,1697.0
koi,9532117,K03241.01,0,8.214299320,3.09900,70.7,1.66,1312.0
koi,6928906,K03242.01,0,1.549454860,6.69800,21.8,1.34,3006.0
koi,9821151,K03243.01,0,8.429439910,2.44100,89.1,1.19,1029.0
koi,8073705,K03245.01,1,10.600520830,4.50900,60.9,1.09,987.0
koi,8330548,K01132.02,0,0.957070100,2.75000,,,
koi,4271474,K03324.01,1,21.863463800,3.54200,871.0,2.37,551.0
koi,5130983,K03325.01,0,86.439293100,6.53400,1175.1,35.31,442.0
koi,11497958,K01422.04,1,63.335471900,3.65100,983.0,1.18,202.0
koi,11093538,K03326.01,0,14.778209110,5.39500,10774.0,44.48,809.0
koi,11044779,K03327.01,0,15.608629480,6.69570,34356.0,39.42,648.0
koi,6438379,K04785.01,0,389.141150000,7.93000,347.4,1.67,250.0
koi,9145415,K04786.01,0,365.788630000,12.76000,885.0,2.21,215.0
koi,4545926,K04787.01,0,2.482661900,2.11500,37.0,0.80,1619.0
koi,9396760,K04788.01,0,2.178119080,1.46800,74.0,0.80,1412.0
koi,5119619,K04789.01,0,1.112057870,1.45900,118.7,1.02,1799.0
koi,9582496,K04858.01,0,224.447413000,4.98600,651.0,2.05,260.0
koi,7094944,K04859.01,1,7.501974300,2.58200,248.0,1.19,709.0
koi,3343281,K04860.01,0,21.866092200,2.03000,301.6,1.88,730.0
koi,2573108,K03217.01,0,5.095060000,5.73000,23.6,2.14,2247.0
koi,6425597,K04861.01,1,29.120651900,2.89000,415.5,1.60,528.0
koi,9885417,K03246.01,1,0.689967868,1.16880,122.9,0.78,1539.0
koi,3336476,K03247.01,0,1.891322920,5.60700,16.0,0.90,2799.0
koi,10917433,K03248.01,1,6.912615360,2.35900,34.4,0.64,981.0
koi,5091479,K07715.01,1,25.861605800,7.78000,123.0,1.12,613.0
koi,9083564,K03249.01,0,0.918420801,3.53300,56.7,1.14,2374.0
koi,7335713,K03250.01,0,0.573709256,1.49320,131.2,7.05,4415.0
koi,8331612,K03318.01,1,13.835395900,4.96100,818.0,3.78,809.0
koi,8874090,K01404.02,1,18.906092100,4.12500,375.6,0.87,336.0
koi,8331612,K03318.02,1,25.697068800,3.73900,835.0,3.83,658.0
koi,5185765,K07720.01,0,46.943491100,1.36800,100.7,1.57,669.0
koi,5965819,K03319.01,1,19.590610300,6.74500,297.0,2.64,819.0
koi,5965819,K03319.02,1,8.239830410,5.61900,251.0,2.35,1093.0
koi,8328916,K04790.01,1,6.078550000,3.40800,102.7,1.14,1115.0
koi,11294883,K04791.01,0,427.653340000,11.17000,157.1,1.97,284.0
koi,3832474,K00806.05,0,412.041857000,5.57200,1959.0,3.77,217.0
koi,10155029,K03208.01,1,2.131660527,1.85850,32.2,0.56,1438.0
koi,11618569,K04792.01,1,5.759021820,2.68700,70.8,0.91,1112.0
koi,11973517,K04862.01,1,0.903763067,0.56200,267.5,1.08,1254.0
koi,5471566,K04863.01,0,0.962834800,2.25900,92.8,0.81,1648.0
koi,7345248,K04864.01,1,5.664944480,4.17300,46.0,0.78,1134.0
koi,5814013,K04865.01,0,1.570172490,2.25700,158.4,0.82,1232.0
koi,7117355,K04866.01,0,0.566798364,3.17200,38.6,0.66,2272.0
koi,5653072,K03252.01,0,3.224526560,5.15600,57.5,24.48,4883.0
koi,2707985,K03253.01,0,1.891274380,4.49100,32.3,2.03,3342.0
koi,9899141,K03254.01,0,1.332569440,3.89000,20.6,0.46,1624.0
koi,8183288,K03255.01,1,66.650452100,5.74400,536.9,1.56,308.0
koi,11305996,K03256.01,0,55.700264200,4.28500,332.7,1.18,309.0
koi,5965819,K03319.03,1,3.545530770,4.14300,119.2,1.62,1448.0
koi,6690171,K03320.01,1,85.062415700,4.69640,41901.0,21.26,355.0
koi,6859801,K03321.01,0,10.882416555,5.46740,16630.0,29.69,632.0
koi,7767733,K03322.01,0,25.198304390,5.19420,73834.0,46.14,604.0
koi,5193659,K03323.01,1,14.319641700,3.78100,215.5,2.06,850.0
koi,5201593,K07721.01,0,0.507276750,2.32000,214.7,1.70,2449.0
koi,6220312,K04793.01,1,5.273626800,5.29100,86.1,0.89,1014.0
